30626-腾讯广告渠道经理（WPP华东）,上海,"1、负责WPP华东部分代理业务的拓展与维护工作; 
2、负责部分代理公司广告产品及对客户的推广和销售工作，包括但不限于视频、游戏、社交广告等。 
3、了解客户需求，寻找销售机会。建立与代理公司的深度合作关系，解决销售及执行过程中的各种问题和挑战；","1、有3年以上互联网广告或媒体广告经验，对渠道代理生态熟悉，具有互联网代理公司/门户网站／视频网站公司销售经验者优先； 
2、对广告行业有浓厚的兴趣，热爱销售工作，敏锐的市场洞察力，超强的执行力; 
3、具备良好的客户拓展能力、服务能力，优秀的销售、谈判以及口笔表达交流的技巧；"
21309-儿童英语启蒙产品ABCmouse产品运营经理（深圳）,深圳,"负责3-8岁儿童英语启蒙产品ABCmouse的用户运营；
通过广告和社交流量获取用户，对用户增长负责；
优化群运营转化流程，拓展更丰富的付费转化方式，对收入负责。","2年以上互联网产品运营工作，有丰富的用户运营经验和积累；
有教育类产品用户运营经验，或有基于微信生态体系获客经验者优先考虑；
对工作有热情，热爱教育事业；
对数据敏感，逻辑性强，沟通能力强；
保持好奇心，喜欢新事物和挑战，保持学习和思辨能力。"
30359-灯塔-增长策略高级产品经理,深圳,"1、利用数据驱动，联合业务打造增长闭环实践；
2、抽象跨业务增长实践，沉淀增长通用方法论，推动其在多业务落地实施；
3、根据数据分析结论制定可在业务落地的增长策略，制定AB实验规则，驱动业务增长","1、有过数据驱动、实验驱动的增长闭环实践经验； 
2、熟练掌握用户行为分析模型及工具；
3、有较强结构化思维、逻辑思维能力，对数据敏感；
4、3年以上工作经验。"
30359-大数据平台运维开发工程师,深圳,负责大数据平台消息中间件/Hadoop/实时计算/OLAP的运营支撑和架构优化。,"1、计算机或相关专业本科及以上学历，二年以上大数据运维或开发工作经验；
2、熟悉linux开发环境，熟练掌握JAVA/GO/Python语言中的一种;
3、熟练掌握大数据常用开源组件的技术原理，有现网的hadoop、kafka等开源大数据组件运维或开发经验；
4、有较强的逻辑思维能力，思想上开放，主动积极有责任感，能够承担工作压力；
有hadoop、kafka、spark、flink等开源组件源码优化经验优先；"
30624-腾讯广告零售行业KA广告销售经理（上海）,上海,"销售达成: 负责KA零售客户的开发和维护工作，完成公司下达的销售任务（零售任务+品牌三方合作任务），建立与零售客户的良好合作关系；
运营协作：与公司关联部门联系沟通，确保项目的及时运营与问题反馈，以及资源的合理利用与开发；
推动解决方案：通过一线的客户沟通，敏感捕捉市场的需求，不断和公司关联部门提出并推动新的客户解决方案；
决策支持：收集并整理相关的市场及客户信息，及时将信息汇报上级，为公司的业务决策提供信息支持；","本科或以上学历，5年以上【互联网广告】或【零售行业】或【品牌商负责零售渠道】或【咨询行业】从业经验，对互联网产品在新零售环境下的应用有深刻的认识和理解；
拥有独立的开拓客户和建立长期合作关系的能力；
能够适应高强度，高节奏，多出差的工作模式应对新零售的行业竞争；
有长期ToB客户服务经验的优先；有广泛零售行业人脉的优先；熟悉广告策略的优先；新零售相关行业经验的优先；有产品经验的优先；
拥有快速学习和不断学习的习惯和能力；
具备良好的职业道德、敬业精神和团队精神；"
30624-腾讯广告消费品零售行业运营经理（上海）,上海,"负责腾讯广告（广点通、微信、腾讯新闻…）消费品零售行业客户账户运营，包括但不仅限于客户账户优化、行业打法探索、社交广告产品组合策略、数据分析、广告及广告主运营策略（广告主投放效果、广告平台变现能力）及优化
专项提升重点广告主效果，形成可传播的口碑材料
了解客户需求，动态寻找合作机会，协同销售策划等多职能寻找销售机会。建立与企业的深度合作关系，解决销售及执行过程中的各种问题和挑战；
负责运营类目行业的项目的沟通、执行、KPI、并且可以保质保量完成行业标准的交付
协调组织各类资源达成运营目标。","有3年以上互联网广告或媒体广告销售经验，对快速消费品行业熟悉，具有 4A公司/市场调研公司／咨询公司及CRM数据运营类公司及电商等经验优先
对广告行业有浓厚的兴趣，热爱运营工作，敏锐的市场洞察力，超强的执行力，能处理细项工作类目和认真仔细者优先
对某些行业的关键广告主的广告投放需求及流程有深刻了解，工作主动积极，能承受一定工作压力； 
具备良好的沟通技巧能力、服务能力，逻辑判断及行业洞察力和口笔表达交流的技巧； 
出色的逻辑思维及数据分析能力，工作认真细致严谨，责任心强；
具有较强的团队合作精神、良好的沟通技巧，能与不同职能的人接触并深入沟通；
英文听说读写熟练；"
CSIG17-测试开发高级工程师,北京,"支撑腾讯英语君业务相关质量保障工作，助力腾讯英语君对外输出腾讯在AI领域特别是教辅类能力的各项领先技术，具体工作内容如下： 1、负责腾讯英语君的质量保障，在项目团队践行Devops，持续集成及google EP文化，推动研发模式的升级，从原有的测试发现缺陷到构建内建质量体系避免缺陷进入研发流程中以提升整体研发效率 2、推动质量保障过程中高效的自动化建设，优秀行业工具的应用导入 
3、担任测试架构师角色，推动产品代码可测性建设及产品架构可测试性拆解，应用并落地分层测试相关技术 
4、负责ToB业务中产品线质量，推动AI能力及平台质量达到客户要求。
5、助力教辅类AI能力持续保持行业领先","1、对敏捷开发，Devops及持续集成有较深理解，并有相关实践推动经验者优先 
2、有扎实的测试基础，能独立负责一个产品线的测试工作 
3、计算机或软件相关专业，本科及以上学历，具备扎实的计算机和软件技术基础； 
4、至少三年以上软件测试开发经验，熟悉自动化测试，单元测试相关技术，有后台相关测试经验者优先
5、熟练掌握和运用C++/Java/Objective-C等任何一门主流编程语言，熟悉至少一门脚本开发语言（如python等），有实际实践经验和理解的积累者优先考虑； 
6、有良好的学习能力和技术钻研能力，具有自我持续优化的驱动力，具有发现问题的灵敏嗅觉，具备针对复杂问题的分析和解决的能力"
26832-高级招聘专员(成都),成都,"主要负责高质量简历搜索工作；
负责研究目标行业发展及人才特征；
利用各种工具及渠道，寻找优秀的人才；
人才库的运营及其他平台型产品建设工作。","重点高校本科以上学历，至少3年以上主动猎聘或猎头相关工作经验；
意愿从事人力资源招聘工作，学习能力好；
掌握主动猎聘的方法，并有成功的应用经验；
抗压能力强，有团队合作意识

该岗位为正式员工HC，签约主体是腾讯全资子公司。"
26832-高级招聘专员,深圳,"主要负责高质量简历搜索工作；
负责研究目标行业发展及人才特征；
利用各种工具及渠道，寻找优秀的人才；
人才库的运营及其他平台型产品建设工作。","本科以上学历，至少3年以上主动猎聘或猎头相关工作经验；
意愿从事人力资源招聘工作，学习能力好；
掌握主动猎聘的方法，并有成功的应用经验；
抗压能力强，有团队合作意识。

该岗位为正式员工HC，签约主体是腾讯全资子公司"
29316-HRBP（北京）,北京,"负责部门的HR政策、制度、体系与重点项目的落地与推动执行；
深入了解所负责领域业务与人员发展状况，评估并明确组织与人才发展对HR的需求；
驱动平台资源提供HR解决方案，并整合内部资源推动执行；
提升管理干部的人力资源管理能力，关注关键人才融入与培养，确保持续的沟通与反馈；
协助管理层进行人才管理、团队发展、组织氛围建设等，确保公司文化在所属业务领域的落地。","本科及以上学历；
5年以上人力资源专业经验，扎实的专业功底，良好的业务理解力；
优秀的个人综合素质，有较强的事业心与成就动机；
人际理解力、沟通协调和主动推动能力强，善于整合资源驱动目标达成，出色的多任务、多角色平衡能力。"
