22989-互联网监管政策和合规政策研究高级经理（深圳）,深圳,"1.根据国内云计算政策法规，分析腾讯云相关产品的合规风险，提出规避和解决方案并推动落地；
2.负责腾讯云资质认证的需求收集、项目进度管理和资源协调，制定项目计划，确保项目团队各干系人协同工作，达到项目目标；
3.与政府监管部门对接监管需求，组织协调腾讯云内部资源，制定研发计划并推动需求落地；
4.熟悉海外云计算合规政策，根据政策分析腾讯云产品的海外合规风险，提出解决方案并推动落地。","1.熟悉国内云计算相关监管政策；
2.本科及以上学历，计算机、通信或相关专业优先；
3.至少5年以上项目管理经验，有一次以上成功的资质认证类项目经验；
4.善于发现并跟踪解决项目过程中的问题，有效控制项目风险；
5.较强的问题分析能力、文档撰写能力及各类报告处理能力，善于平衡监管需求与业务需求；
6.具有良好的执行力和责任心，能推动项目团队朝目标前进；
7.具有丰富的与人沟通、交流和组织能力，出色的团队合作精神；
8.应变能力突出，善于学习和总结，根据项目不同阶段及时调整方法；
9.熟练地英语交流和写作能力。
10.该岗位base地可选深圳或北京，若选择base北京首年需在深圳工作。  通过腾讯云技术认证或同等资格认证的优先录取。"
27192-互娱市场与用户研究经理,深圳总部,"-负责光子国内或海外的市场与用户研究工作，如竞技、射击品类、RPG品类等业务；
-光子工作室重点产品的市场与用户研究工作，包括独立完成各个用研项目的需求分析、方案设计，管理研究供应商执行项目，并输出具有较强落地性的专业研究报告；
-单个用研项目外，能把握业务中的关键问题，为单个业务制定短中期的用研规划","2年以上市场与用户研究经验，熟悉各种研究方法，能独立负责研究项目；
包括但不限于心理学、社会学、市场营销、经济学、国贸等相关专业本科及以上学历；
学习能力强，能适应互联网行业快速敏捷的工作节奏；
语言能力：若负责海外业务，需要有英语的听说写能力，如良好的英文读写能力，能够在全英文环境下工作交流，能阅读专业论文；
熟练使用办公软件包括Excel，了解并掌握SPSS、SAS、Tableau等统计软件；
具备良好的沟通能力和推动力，富有团队精神，具有良好自我管理能力和执行力；
性格开朗，思维活跃，敢于创新，能接受挑战，具备多线程工作能力；
游戏从业者或有游戏经验者优先。"
27192-互娱高级市场与用户研究经理,深圳,"-负责自研工作室国内和海外的市场与用户研究工作，如竞技、射击品类、RPG品类等业务；
-承担工作室重点产品的市场与用户研究工作，包括独立完成各个用研项目的需求分析、方案设计，管理研究供应商执行项目，并输出具有较强落地性的专业研究报告，能够较好承担向工作室高层汇报工作；
-为单个业务制定短中长期的用研规划，准确把握产品关键问题，通过不同渠道进行推动落地；
-在单产品研究外，承担部分产品共性研究需求，包括但不限于流程、玩法、品类、人群等；","4年以上市场与用户研究经验，熟悉各种研究方法，能独立负责研究项目；
包括但不限于心理学、社会学、市场营销、经济学、国贸等相关专业本科及以上学历；
学习能力强，能适应互联网行业快速敏捷的工作节奏；
语言能力：若负责海外业务，需要有英语的听说写能力，如良好的英文读写能力，能够在全英文环境下工作交流，能阅读专业论文；
有培养新人，或团队管理协作经验者优先；
熟练使用办公软件包括Excel，了解并掌握SPSS、SAS、Tableau等统计软件；
具备良好的沟通能力和推动力，富有团队精神，具有良好自我管理能力和执行力；
性格开朗，思维活跃，敢于创新，能接受挑战，具备多线程工作能力；
游戏从业者或有游戏经验者优先。"
33933-游戏内容数据挖掘工程师,深圳,"1、负责信息流游戏内容相关数据分析、挖掘，以用于游戏内容运营、推荐等场景。
2、应用机器学习、数据挖掘等相关技术对游戏内容标签、用户画像等进行建模;
3、通过用户行为数据建模、分析用户特征等，为业务决策提供参考","1、3年以上数据挖掘相关工作经验，机器学习、数据挖掘相关方向本科以上学历;
2、对机器学习、数据挖掘算法及其在互联网行业的应用，有比较深入的认识和理解；
3、熟悉Linux开发环境，有扎实良好的编程基础，精通C/C++/python/java中至少一种编程语言；
4、拥有突出的数据分析和归纳能力， 具备出色的需求分析和快速学习能力，能在复杂业务场景中发现和解决问题的能力；
5、熟悉决策树、朴树贝叶斯分类、SVM等常见数据挖掘算法
6、熟悉Hadoop/Spark/Hive等相关大数据处理技术。
7. 良好的逻辑思维能力、沟通能力、团队意识，有自我驱动意识，细心，有责任感，使命感；"
CSIG16-腾讯地图底图后台开发,北京,"1.负责腾讯地图底图后台服务的开发与维护工作
2.负责底图数据的处理、编译
3.负责底图数据生产提效工具的开发与维护","1. 良好的c/c++编程基础，熟练掌握常用的数据结构与算法
2. 有比较大型的后台服务器端开发与维护经验，掌握多线程，缓存，分布式等开发技能
3. 有一定web后台开发经验，掌握基本的前端js开发更好
4. 有大数据开发与分析经验者优先
5. 有数据处理策略算法开发经验者优先
5. 有地图相关行业开发经验者优先"
WXG08-微信搜一搜内容与服务生态产品经理（广州）,广州,"负责微信搜索搜一搜垂直内容与服务生态的产品设计，理解用户与客户的核心需求，构建直面客户服务的用户产品。
建设数字化监控/决策辅助/自动执行为一体的服务运营体系和服务工作平台（CRM/知识库/质检等产品），为客户提供更好的解决方案，能够极大解放服务及运营人员的生产力。","三年以上相关行业经验，有强烈的自驱力和责任感，对互联网行业有强烈的兴趣和热情。
对服务型垂直行业有深刻了解和认知，懂得垂直行业的行业特性和用户痛点。"
17467-QQ浏览器营销增长经理（深圳）,深圳,"负责品牌整体的营销增长工作。参与制定营销策略打法，同时跟进重点营销活动的上线效果，从增长维度快速推进活动的迭代和效率提升；
独立负责一个核心业务的营销推广工作，拉动用户增长；
推动营销增长模式的创新和尝试，基于行业案例及项目实验效果复盘，迭代并输出营销增长方法论","3年以上互联网产品运营、市场营销工作经验；
有用户增长、营销增长等相关经历，并有成功案例者优先；
能准确捕捉大众情绪点、挖掘用户需求，同时深刻理解互联网媒介及渠道，结合业务重点策划有传播力的市场活动，并有效落地执行；
对数据高度敏感，有很强的策略思考力，具备优秀的模式创新和迭代优化能力；
有良好的沟通能力和团队合作精神，善于驱动跨部门配合协同取得业绩；
具有创新精神。有很强的自驱力和责任心，学习能力强，有良好的抗压能力。"
TME-QQ音乐高级品牌经理（深圳）,深圳,"1、根据业务需求，共同制定QQ音乐的品牌策略和营销策略；
2、根据业务需求和全年品牌策略，自主策划和执行品牌活动、产品营销事件及热点活动，达到提升品牌影响力同时拉动活跃的效果；
3、熟悉年轻人市场，针对年轻人市场能针对性的进行策划。","1、学历：本科及以上；
2、具有7-10年品牌管理、市场营销、广告策划或相关工作经验，具备清晰的市场营销逻辑和出色的资源整合能力，品牌意识强，主负责过品牌的策略和管理；
3、热爱音乐，熟悉音乐娱乐行业，有相关行业市场营销经验、品牌策划经验的优先；
4、思维活跃，善于快速学习，具有创新精神和良好的表达能力；
5、对传播和年轻人市场有一定的研究或尝试，熟悉年轻人的阵地和热点。"
15614-客户端高级工程师（上海）,上海,"负责游戏客户端设计开发；
开发关卡编辑器等游戏开发工具。
同后台程序员合作，负责使用C++、Lua、Flash开发游戏的逻辑；
同策划合作，在玩法、游戏系统、UI方面实现策划需求；
优化游戏性能；","计算机相关专业本科以上学历；
3年以上游戏开发经验；
优秀的数学功底；
良好的C++编程功底，良好的数据结构、算法功底；
能坚持编写高质量、高效率代码；
沟通良好，具备良好的团队开发意识。"
24987-3D美术关卡,上海,"搭建3D场景美术关卡；
配合关卡策划进行布局调整，和各种关卡性能优化；
配合主美进行关卡美术上的修改工作；","3年以上关卡美术经验；
有较好的造景和景观设计能力；
有Unreal和Unity经验者优先考虑。"
32032-Senior Game Operation Manager（上海）,上海,"Lead the oversea community team and responsible for the overall NEXT Studios' oversea community establish and management;
Work closely with Devs team to make sure the games in NEXT is easy for western players to understand and enjoyed; 
Assistant the producer and Publish manager to make the whole oversea operation and marketing plan for NEXT Studios' games;
Help with the management of NEXT Studios' core players, KOLs and Media partners as well.","More than 5 years experience in gaming industry;
Experienced in game community management and Marketing;
Have publishing experience for at least one game since its early development to full launch, including abilities in early operation, community management and publishing to overseas market; 
A team player with excellent communication skills and execution;
Result driven mind and can work with multiple teams with different backgrounds;
Have game developing experience is a plus."
15573-MMORPG手游引擎开发高级工程师（上海）,上海,"负责游戏引擎，移动终端关键技术攻关工作；
负责引擎功能效果开发、性能优化、兼容性问题等相关开发工作；
引擎需求的技术可行性评估, 程序框架及技术方案的设计和具体实现；
协助美术和策划建立高效的游戏内容制作流程, 完善并持续优化工具链。","本科及以上学历，5年以上游戏客户端研发经验；
至少参与过一款3D游戏项目, 对游戏研发技术领域有系统的了解和关注；
系统全面了解软件相关知识结构(操作系统、软件工程、设计模式、数据结构), 精通C/C++、Java、C#其中的至少一种编程语言；
具备良好的分析解决问题能力, 责任心强, 有较高的自我管理和任务跟进推动能力；
在框架设计、渲染、动画, 物理、AI等其中某一技术领域有丰富的经验；
有Unity3d, UnrealEngine, CryEngine等商业引擎实践经验, 并了解其核心技术实现原理；
有UnrealEngien相关开发经验者优先；
出色的学习和技术研究应用的能力, 良好的团队协作能力, 善于沟通, 敬业专注；"
TEG14-客户端开发工程师,深圳,"负责腾讯云支付windows桌面产品的需求开发、功能维护、性能优化等相关的开发工作；
负责腾讯云支付android平台产品的需求开发、功能维护、性能优化等相关的开发工作；","有三年以上windows开发经验；有两年以上android平台开发经验；
数据结构、多线程、网络编程等基本功扎实；熟悉掌握c++/c#/java语言；
有使用WPF/QT进行应用程序开发经验；熟悉Visual Studio/Qt Creator开发工具；
掌握Android平台移动端应用开发并有成熟产品开发经验；
具有支付行业客户端产品开发经验者优先；"
21482-王者荣耀职业联赛高级宣发经理,深圳,"1. 负责王者荣耀职业电竞赛事的宣发工作，包括但不限于制定赛事的整体宣发策略及内容话题运营计划，从焦点赛事的主题设定到衍生内容的分发落地等，保证赛事前中后期的内容期待和讨论贯穿；
2. 负责赛事宣发体系的建设，包括但不限于优化生态产出机制、社区分发策略制定、资源优先级策略等等，沟通各相关模块团队，使赛事内容产出质量提升、宣发资源利用率提升；
3. 负责全赛期的话题及重点规划，协同赛事直播制作、赛事社区、KOL、媒体生态，根据赛前赛中赛后时间，落实对应话题分拆产出，提升赛事话题性及社区讨论度；
4. 需敏锐捕捉赛事热点，洞察用户及社区话题，及时整合团队资源，助推热点发酵，提升赛事热度。","1. 有电竞/游戏/文化内容等行业的从业经验优先，例如游戏/电竞运营推广、体育赛事/影视剧及综艺节目宣发等
2. 具有较强的创意及策划应变能力，能把握快速变化的内容热点
3. 优秀的用户洞察力、分析判断能力、逻辑表达能力
4. 沟通能力强，善于完成多部门协作工作内容
5. 对赛事及游戏有较深理解者优先"
22850-腾讯视频VIP产品经理（深圳）,深圳,"1、负责腾讯视频VIP产品策划和运营，包括平台基础体验提升、会员特权建设等；
2、负责腾讯视频粉丝经济变现和道具打赏能力的搭建，制定付费相关策略并推进落地。","1、 统招本科以上学历，2年以上互联网产品工作经验，有泛娱乐行业、内容付费、粉丝经济领域经验者优先；
2、 乐于学习和接受新挑战，逻辑思维能力和数据意识强；
3、 有责任心，具备一定的抗压能力，擅长团队合作；
4、 熟练掌握axure、ps、ppt、excel等软件。"
S2-FIT财务管理（深圳）,深圳,负责为腾讯支付基础平台及金融应用线业务部门提供财务支撑，协助经营业绩分析、商业模式及业务流程梳理，管控方案制度及落地推动等。,本科及以上学历，金融类、财务类，管理类专业毕业；5年以上财务分析、资源管理或预算管理相关工作经验，有金融机构工作经验者优先；具有优秀的沟通协调能力、责任心和团队合作精神；具有良好的数据分析能力和流程梳理能力；具备良好的计算机应用基础，包括精通Excel、Powerpoint；工作细致，抗压能力和责任感强，良好的沟通能力和团队合作精神。
30628-腾讯广告检索系统后台开发高级工程师（研发中心-深圳）,深圳,负责广告检索系统的建设，包括广告数据发布、分布式索引构建、近邻检索、高性能广告检索能力建设、统一在线质量数据流通道建设、商业内容推荐检索系统,"1、本科及以上学历,计算机相关专业；
2、熟悉C++，工作负责、有耐心，能合理的设计和开发独立模块，具备一定的产品思维,熟悉互联网广告变现模式；
3、具备广告后台系统或搜索系统开发经验优先。"
19407-天刀手游运营PM,上海,"1、负责天刀手游的整体运营和发行，对产品新进、收入KPI负责；
2、根据项目运营节点，策划拉新、留存、回流运营方案，并根据产品线上反馈及数据提炼进行运营方案调整，制定游戏内功能及运营活动，并对活动进行数据分析和效果评估； 
3、熟悉产品商业化运作，能够根据项目运营节奏、运营数据及不同阶段的版本内容，规划及跟进新版本商业化内容，并根据商业化内容推动游戏其他方面的运作；并能及时评估和调优游戏内商业化结构，道具定价，付费模块等。","1、本科及以上学历，5年及以上游戏行业工作经验，熟悉游戏生命周期各阶段运营工作，具有优秀的团队沟通和执行能力。
2、热爱游戏，对手游有浓厚的兴趣和深入的了解；精通excel，了解数值设计，具有优秀的细节关注力和抗压能力；
3、具备优秀的自我驱动力，工作认真、细致，责任感强；有敏锐的洞察力和快速学习的能力；具备创新能力，能接受挑战；良好的沟通协调能力和团队合作精神，心态开放； 
4、有较强的文字表达能力，熟悉游戏发行流程，能独立规划和协调各个交叉模块成员的工作；具备较强的谈判能力，能够应对跨部门、跨事业群及跨公司间的合作交流；具备一定的品牌管理或营销经验。"
19407-移动游戏运营经理,上海,"1、负责产品的整体运营和发行，针对不同品类产品，制定差异化整体运营及发行策略，并对产品新进、收入KPI负责；
2、协调各平台资源模块，并体系化解决问题，确保所负责产品能够持续稳定的获得持续的资源环境； 3、根据项目运营节点，策划拉新、留存、回流运营方案，并根据产品线上反馈及数据提炼进行运营方案调整，制定游戏内功能及运营活动，并对活动进行数据分析和效果评估； 
4、熟悉产品商业化运作，能够根据项目运营节奏、运营数据及不同阶段的版本内容，规划及跟进新版本商业化内容，并根据商业化内容推动游戏其他方面的运作；并能及时评估和调优游戏内商业化结构，道具定价，付费模块等方面。","1、本科及以上学历，5年及以上游戏行业工作经验，3年及以上游戏运营工作经验，熟悉游戏生命周期各阶段运营工作，具有优秀的团队沟通和执行能力，有MMO策划或运营经验优先。
2、热爱游戏，对移动手机游戏有浓厚的兴趣和深入的了解；精通excel，了解数值设计，具有优秀的细节关注力和抗压能力；
3、具备优秀的自我驱动力，工作认真、细致，责任感强；有敏锐的洞察力和快速学习的能力；具备创新能力，能接受挑战；良好的沟通协调能力和团队合作精神，心态开放； 
4、有较强的文字表达能力，熟悉游戏发行流程，能独立规划和协调各个交叉模块成员的工作；具备较强的谈判能力，能够应对跨部门、跨事业群及跨公司间的合作交流；具备一定的品牌管理或品牌传播经验。"
15618-3d动画设计师,上海,"负责角色动作制作；
把握角色动作的节奏、速度层次、打击力度；
动作设计流畅、合理、生动，赋予角色和物体生命力；
与策划、程序沟通动作效果及实现方式，并协助资源入库。","精通3D MAX、maya等相关设计软件；
3年以上动作设计经验，有Ureal 4项目经验更佳；
有较强的综合能力，准确理解工作需求并高效完成；
对人体、四组动物、异型生物的肢体结构有一定研究；
有责任心、善于沟通、乐于合作。"
15618-服务器后台开发工程师（上海）,上海,"使用C/C++和lua语言，负责雪鹰领主服务器功能的开发；
负责雪鹰领主线上问题的的定位与解决；
负责新项目服务器系统功能的预研。","计算机相关专业，本科及以上学历；
有两年或以上游戏服务器开发经验，了解mmog任务，技能，副本系统运作方式；
熟练使用C/C++语言，熟悉操作系统基础，网络编程，tcp/ip运作原理；
熟悉关系数据库，内存数据库常用操作；
有Lua等脚本语言经验更佳。"
19407-手游内容运营,上海,"1、根据游戏版本进度，配合输出版本内容，满足产品预热的需求； 
2、根据版本的多样性，输出样本式的玩法并给玩家指引； 
3、负责官方多个渠道的游戏内容管理和输出，把握整体风格； 
4、负责线上用户的关系维护和管理，为用户输出的内容负责； 
5、能够根据不同的用户层次输出不同品质的内容。","1、大学本科及以上学历；
2、优秀的文案撰写能力；
3、两年以上工作经验，具备不错的文字表达能力；
4、对新鲜事务敏感，能捕捉到玩家不错的创意点； 
5、沟通能力强，能与玩家打成一片，并且独立制作并输出作品； 
6、有一定的推广和数据监控能力，能独立采集和分析数据。"
19407-手游版本管理,上海,负责手游产品的各阶段版本管理工作，跟进版本进度，保证版本稳定性； 跟进手游产品平台接入，版本测试、版本部署、版本发布等版本流程各环节工作； 负责日常外网问题处理，推动版本质量及内容优化； 负责游戏环境、游戏生态和舆情监控等工作。,本科及以上学历，喜欢玩游戏，有较强的逻辑思维能力； 有2年以上网络游戏工作经验，1年以上版本模块工作经验，熟悉游戏开发或运营流程，能独立规划和协调平台各个模块成员的开发工作； 积极主动，善于沟通及表达，能承担较强工作压力； 有较强的推动和沟通协调能力，团队合作意识强； 认真踏实，自驱和责任心强。
19407-移动游戏数据分析,上海,对游戏数据相关工作负责，通过数据分析和数据挖掘，找出游戏的问题，调优建议和方向。包括但不限于： （1）监控日常游戏数据，定期输出相关结论和报告。 （2）针对游戏的数据走势，异常波动等情况，定期做出专项数据分析报告。 （3）针对新玩法/新功能/新活动的效果，进行数据分析，输出报告。 （4）定期维护数据平台的游戏数据，发现和跟进问题。 （5）一些临时性的数据需求。,（1）热爱游戏行业，游戏体验丰富。对MMORPG品类有较多的了解。 对主流游戏的核心玩法、数值设计、经济系统、社交系统等，都有一定的了解。 （3）有成熟的数据分析和数据挖掘经验。 熟练掌握和使用excel。 至少熟练掌握一种查询工具（SQL、hive）。 至少数量掌握一种分析工具（SPSS、R语言、SAS等）。 （4）有较好的报告撰写能力。 （5） 2年以上工作经验。 （6）工作细致，耐心，有强烈的责任感。积极主动。
16265-高级引擎图形程序员（上海）,上海,"对于图形学，渲染管线，游戏实时图形方面有良好的积累
有3年以上游戏图形方面开发经验
加分：
了解GPU硬件pipeline，以及相关优化策略
有高质量游戏图形方面的开发经验
熟悉前沿图形进展，对于高质量引擎的图形算法有良好了解","对于图形学，渲染管线，游戏实时图形方面有良好的积累；
有3年以上游戏图形方面开发经验；
加分项：
了解GPU硬件pipeline，以及相关优化策略；
有高质量游戏图形方面的开发经验；
熟悉前沿图形进展，对于高质量引擎的图形算法有良好了解。
3+ years of graphics programming experience in games.
Knowledge in Mathematics and 3D rendering algorithms.
Passion for creating and playing AAA games.
Must be responsible, proactive."
19407-移动游戏平台合作,上海,"1. 负责移动游戏平台对接与运营，基于项目运营需求，达成新进KPI并落实和跟进执行； 
2.与手Q、微信、应用宝、外发等渠道对接，设计各自平台的活动内容；跟进活动效果，对活动形式进行持续优化；  
3.能根据项目特色与内部更多平台进行合作构思活动并跟进执行，对活动效果进行分析，并能利用平台资源优化提升活动效果； 
4.关注用户需求细节，运用一定的用户研究方法对用户需求进行提炼;运用数据分析工具对活动效果进行监控与分析；
 5.根据游戏特性和平台用户属性，负责平台上游戏社区的搭建，根据游戏所处的生命周期，制定针对性内容策略。","1.本科及以上学历，2年以上平台活动合作经验；
2.具有优秀的沟通能力和沟通技巧，能灵活面对各项合作事务和多线程的沟通工作；
3.具备较强的活动策划、文案能力；较强的逻辑思维能力和写总结沉淀能力；
4.工作态度认真负责，具有良好的学习能力，抗压能力强，团队合作意识强。"
16265-客户端引擎开发工程师（上海）,上海,"负责工作室群中引擎端技术建设。
*包括基础模块实现（物理，动画，音频，工具等等）
*性能优化
*流水线建设","是游戏玩家；
对于游戏引擎（物理，动画或者工具等领域知识）方面有良好的积累；
有2年以上游戏客户端方面开发经验。
具备如下条件者优先考虑：
有较多的性能优化积累和实践
有高质量游戏的开发经验；
熟悉前沿技术进展进展，对于高质量引擎算法有良好了解；
数学好。"
19407-手游版本调优/商业化运营策划,上海,"1、验收版本：提供产品优化方案，并推动研发开发、验收；
2、制定版本规划：负责规划及跟进制作版本策划内容，包含玩法、养成、社交、经济系统、商业化、新手流程、可用性等各个方面；
3、洞察用户需求：能够熟练运用玩家群、自己玩游戏、调研、外团等各种手段收集并提炼用户需求，或通过版本效果分析来梳理需求；
4、发现与解决问题：能够在策划/测试/上线阶段敏锐的发现版本问题，定位背后的原因，并找到解决方案。","1、3年以上游戏策划或运营经验，有多款手游深度体验经历，对RPG游戏有较深入的研究；
2、具有优秀的逻辑思维能力，沟通能力，善于运用用户反馈、数据、用研、竞品市场等手段，基于数据提供改进方案，并且快速提升数据表现；
3、 对主流游戏的核心玩法、数值设计、经济系统、运营活动等模块有丰富经验或想法； 具有一定的创新能力和思考力，对未来品类的突破点、创新点有良好思考；
4、具有一定的数据分析能力，能通过分析商业数据，指导游戏商业设计。"
21761-测试经理（上海）,上海,"带领团队独立完成项目测试，组织团队完成项目的品质管理工作；
维持和提升测试团队与项目组各团队之间的良好沟通；
优化、提高团队的测试效率和输出质量，发现团队、项目问题予以改善；
承担外网游戏品质责任，关注项目业绩。","本科以上学历，有2年以上软件测试经验，有游戏测试经验者优先，具有快速熟悉业务流程和优化，并建立完善质量体系的能力；
有过带领团队独立完成项目测试工作，做好工作中的问题挖掘和改善，带领团队提升业务熟悉度和技术能力提升的经验；
优秀的执行力和抗压能力，热爱游戏测试，乐于主动反馈和积极思考；
熟悉至少一门开发或者脚本语言；
熟悉主流操作系统原理（windows、linux、android、ios）、网络协议等，有过前后端性能、安全、兼容，自动化等测试经验。"
25664-政府行业售前架构师（北京）,北京,"负责向政府行业（包括但不限于政务、公检法、智慧城市等方向）客户提供业务咨询、技术咨询、规划、设计等专业服务；
负责项目售前阶段的需求分析、方案交流、方案设计、概念验证、招投标等工作； 
透彻分析行业态势，结合腾讯云技术与产品优势，制订行业拓展策略与打法； 
赋能生态合作伙伴，进行方案的培训和宣讲。","本科及以上学历，有六年及以上的政府相关的信息化建设项目经验； 
熟悉政府部门的项目决策流程和运作方式，具有解决方案售前、技术架构设计等方面的丰富案例，有大型项目经历；
对云计算、大数据和人工智能等前沿技术领域有较好的理解，能够在方案中充分运用所掌握的概念和知识； 
有敏锐的商业意识和自主决策能力，能够通过与政府客户的沟通，快速发掘和响应客户需求； 
能够组织编写针对客户行业的产品和解决方案的宣传文档，有较强的文档编写和演讲能力；
可以承受高节奏的工作强度，能接受频繁的外地出差安排；
通过腾讯云技术认证或同等资格认证的优先录取。"
CSIG02-腾讯云房地产行业高级运营经理（深圳）,深圳总部,"研究房地产行业发展趋势、客户痛点，并规划解决方案和输出产品规划；
研究行业竞品及解决方案，协同团队制定产品策略并推进落实；
负责腾讯云智慧建筑、智慧酒店、智慧办公、智慧商业等行业解决方案的开发；
负责与商务及架构师配合完成项目售前相关工作；  
与市场、渠道、商务等团队紧密合作，推进合作伙伴体系建设、市场宣传等工作。","本科及以上学历，8年以上工作经验，5年以上房地产行业相关售前／交付工作经验；
对房地产行业有较为全面的理解和分析；
具备非常强的学习能力和适应能力； 
有较高的情商、沟通能力与表达能力，有较强的抗压能力和团队协作能力； 
能承受比较大的工作压力，执行力强，具备良好的职业道德与职业素养；
有园区、酒店、建筑、商超等智慧化解决方案经验者优先；
富有创业精神，能接受加班和出差。  通过腾讯云技术认证或同等资格认证的优先录取。"
25663-Tencent cloud game solution architect (overseas)（日本/韩国）,东京,"1. As the game cloud solution expert, customize cloud solutions for overseas game company, and actively promote the implementation and delivery of project;
2.Effectively transfer overseas customer’s demands and industry standards to the back-end team, and actively push the demands online.
3.Actively participate in the online or offline sermon events of game related industriesto to enhance the influence of Tencent cloud game industry.","1.	Computer related majors, more than 5 years working experience;
2.	Familiar with cloud computing technology knowledge system, understand KVM, Xen or LxC  related virtualization technology;
3.	Familiarity with the underlying system architecture of a game, Understand  the game industry ecology and business pain points and needs
4.	Good communication skills and thoughtful mind
5.	Working aggressiveness , have strong sense of responsibility, strong execution and strong teamwork ability.
6.	Proficient in local language and mandarin, fluent in listening, speaking, reading and writing.  通过腾讯云技术认证或同等资格认证的优先录取。"
S2-财报中心财务分析经理,深圳,"统筹集团分部报表编制，并进行相关的报表分析；
掌握公司主要业务发展动态，编制集团预测分部报表并及时根据最新信息进行更新；
对投资子公司报送报表进行复核，编写相关财务分析；
梳理账务处理和合并报表、分部报表的编制流程并进行持续优化；
参与公司上市披露公告，编制相关表格及对公告数据进行复核。统筹集团分部报表编制，并进行相关的报表分析。","大学本科及以上学历； 3年以上大型会计师事务所或大型上市公司、跨国公司相关工作经验；
熟悉账务处理环节和账务数据流程； 精通财务分析工作，具备较强的业务触觉，分析能力；
工作认真细致，心态开放，学习能力强，乐于承担，有强烈的责任感及抗压能力；
具备较强的沟通、协调和推动能力；
具有CPA、ACCA或同类专业资格优先；
具有良好的英语听说读写能力"
15616-高级UI设计师,上海,"负责游戏美术视觉设计工作；
有把握产品风格的能力，能够独立完成界面、图标、相关的LOGO等元素设计；
跟进设计效果最终在产品的实现，保证设计品质与实现品质一致性。","5年以上游戏UI相关经验，对不同风格的游戏均可驾驭，完整参与过至少一款游戏的视觉设计工作；
扎实的设计功底和优秀的审美能力，对用户、市场和流行趋势有自己的理解和分析能力；
了解游戏开发的完整流程和各个模块的具体职责，有团队合作精神，善于沟通，乐于分享；
态度积极，具有良好的工作协作能力和优秀的自我管理能力， 具有良好的应变能力与抗压能力；
熟练使用相关设计软件，有较强手绘能力者优先；
热爱游戏事业，注重用户体验；善于挖掘产品的独特性和创新性，追求细节和崇尚匠人精神。"
24548-综艺商业制片人,北京,"负责节目招商变现，统筹规划节目售卖库存及售卖策略； 
能根据品牌诉求与品类特点，提供植入营销方案，支持销售提案； 
全程跟进节目策划及录制，保证客户权益落实，维护客户合作满意度； 
有效沟通，面向客户、协同部门及合作团队等，解决项目进程的问题。","热爱综艺节目，具备3年以上节目制片经验以及相关平台经验，能够独立运行项目；一定程度了解客户营销需求并且具备一定的创意和提案能力； 
具备良好的客户服务意识及沟通能力，良好的逻辑思维及策划能力，项目的统筹与协调能力；抗压能力强； 
一定程度了解客户营销需求并且具备一定的创意和提案能力； 
具备良好的客户服务意识及沟通能力，良好的逻辑思维及策划能力，项目的统筹与协调能力；"
CSIG07-企业安全开发工程师（深圳）,深圳,"负责企业安全终端安全相关类产品的研发
参与产品前期交付以及和后期的技术支持
参与安全tob方向上的产品讨论与经验建议","熟练使用C\C++\python\go
熟练的Linux开发调试能力，具备架构系统的能力
具备安全产品研发经验，在终端安全，网络安全等基础安全领域有积累者优先
具备比较好的安全行业tob经验"
29314-合资公司CFO（深圳）,深圳,"1.负责腾讯云合资公司新设财务体系搭建；
2.负责腾讯云合资公司整体财务部门工作；
3.负责腾讯云合资公司财务团队管理工作；","1.岗位base深圳，需要全国各地出差；
2.会计等相关专业本科以上学历，具有CPA或相关资格者优先；
3.8年以上工作经验，曾经担任过财务经理/总监，具备较强的财务全盘管理能力，具有互联网财务管理经验者为佳；
4.工作细致，责任感强，良好的沟通能力和团队精神；
5.为人忠诚，具有高度职业道德。"
28605-114 微信支付国际化业务开发工程师（深圳）,深圳总部,"拓展微信支付在境外的业务落地，进行合规和本地化支持；
对接微信本地化钱包业务，与国际支付机构和服务商合作加快微信支付的国际化落地；","本科以上学历，计算机软件相关专业，对技术有开放的学习心态，具备良好的逻辑思维、异常风险把控能力； 
扎实的计算机相关基础知识、全面的后台软件开发知识结构、较好的数据结构运用能力、较强的算法设计和逻辑思维能力；
良好的沟通表达能力，产品意识好，思维敏捷，执行力力强，对待工作认真严谨、高度负责；

掌握以下技术能力，并且至少在以下任意两项以上达到熟练水平：
C++，Unix编程，网络编程，MySQL或NoSQL存储应用；

具备以下条件者优先考虑：
有境外支付等开发经验者优先； 
英语沟通读写能力强者优先。"
28605-113 微信支付国际化运营开发工程师（深圳）,深圳总部,"负责微信支付国际化业务功能层以及相关支撑系统，致力于提供国际化能力的商家业务运营平台；
优化业务架构，对接国际化业务和运营需求，并关注效率流程的建设。","计算机相关专业本科及以上学历；
1年以上PHP或前端开发经验，至少参加过一个较大型在线业务项目开发；
了解linux系统基本原理，熟练掌握linux环境下的性能调优和问题排查；
对技术有热情，能够承担业务架构设计与开发，对涉及相关技术领域保持学习的热情和钻研精神；
具备良好的问题定位、分析、解决能力；
英语沟通读写能力强者优先；"
